year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,0.000,0.000,0.706
1999,0.102,1.356,1.062
2000,0.086,0.749,0.387
2001,0.153,0.868,0.432
2002,0.194,0.925,0.431
2003,0.202,0.925,0.535
2004,0.413,1.621,0.442
2005,0.322,1.269,0.502
2006,0.213,0.932,0.444
2007,0.264,1.028,0.455
2008,0.500,1.704,0.527
2009,0.543,1.653,0.525
2010,0.683,1.798,0.445
2011,0.697,1.937,0.658
2012,0.918,2.369,0.493
