year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,0.048,0.519,0.839
1997,0.100,0.630,0.124
1998,0.278,1.035,0.532
1999,0.163,0.452,0.340
2000,0.326,0.724,0.428
2001,0.277,0.707,0.359
2002,0.217,0.581,0.600
2003,0.370,0.856,0.261
2004,0.585,1.448,0.662
2005,0.636,1.193,0.606
2006,0.698,1.540,0.597
2007,0.431,1.195,0.401
2008,0.700,1.406,0.351
2009,0.467,0.991,0.386
2010,0.649,1.194,0.400
2011,0.950,1.663,0.475
2012,0.667,1.359,0.206
