year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.223,1.801,0.739
1995,0.250,1.237,0.374
1996,0.295,1.228,0.483
1997,0.375,1.010,0.516
1998,0.333,1.110,0.590
1999,0.355,1.010,0.440
2000,0.410,1.141,0.553
2001,0.393,0.917,0.492
2002,0.351,1.027,0.561
2003,0.514,1.161,0.611
2004,0.358,0.963,0.538
2005,0.441,1.269,0.499
2006,0.438,0.999,0.516
2007,0.414,1.089,0.487
2008,0.412,0.902,0.586
2009,0.731,1.641,0.568
2010,0.681,1.623,0.569
2011,0.766,1.728,0.621
2012,0.527,1.213,0.605
