year,c,C,C_alphabet
1990,0.091,0.694,0.737
1991,0.198,1.062,0.523
1992,0.167,0.926,0.630
1993,0.109,0.801,0.566
1994,0.110,0.696,0.660
1995,0.079,0.774,0.621
1996,0.324,1.207,0.455
1997,0.164,0.831,0.120
1998,,,
1999,,,
2000,,,
2001,0.333,3.883,2.913
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
