year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.054,0.489,0.307
1998,0.198,0.799,0.465
1999,0.342,0.755,0.481
2000,0.224,0.428,0.329
2001,0.288,0.401,0.265
2002,0.409,0.798,0.390
2003,0.338,0.526,0.563
2004,0.317,0.696,0.474
2005,0.643,0.991,0.270
2006,0.284,0.907,0.334
2007,0.286,0.585,0.491
2008,0.368,0.691,0.526
2009,0.508,0.663,0.435
2010,0.421,0.894,0.314
2011,0.361,0.786,0.450
2012,0.622,0.820,0.710
