year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.000,0.000,0.688
1998,0.133,0.746,0.214
1999,0.255,0.746,0.359
2000,0.295,0.679,0.527
2001,0.372,0.843,0.416
2002,0.400,0.681,0.681
2003,0.317,0.502,0.419
2004,0.410,0.908,0.787
2005,0.276,0.451,0.393
2006,0.708,1.366,0.723
2007,0.538,0.993,0.422
2008,0.880,1.325,0.279
2009,0.900,1.647,0.523
2010,0.658,1.252,0.686
2011,0.647,1.072,0.588
2012,0.224,0.625,0.318
