year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,0.038,0.568,0.290
1996,0.094,0.577,0.520
1997,0.148,0.741,0.687
1998,0.184,0.713,0.461
1999,0.075,0.329,0.329
2000,0.308,1.128,0.772
2001,0.154,0.762,0.655
2002,0.182,0.998,0.915
2003,0.226,0.982,0.458
2004,0.179,0.670,0.778
2005,0.167,0.893,0.643
2006,0.220,0.833,0.513
2007,0.133,0.858,0.228
2008,0.208,0.786,0.520
2009,0.196,0.888,0.494
2010,0.101,0.581,0.310
2011,0.202,0.816,0.854
2012,0.248,0.882,0.473
