year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.000,nan,nan
1998,0.062,1.132,0.461
1999,0.043,0.392,0.457
2000,0.147,1.192,0.396
2001,0.172,0.954,0.439
2002,0.138,0.646,0.492
2003,0.239,0.736,0.391
2004,0.260,0.615,0.455
2005,0.365,0.750,0.448
2006,0.429,0.751,0.402
2007,0.524,0.816,0.451
2008,0.576,0.813,0.445
2009,0.751,0.962,0.429
2010,0.833,1.013,0.426
2011,0.862,0.981,0.435
2012,1.100,1.111,0.414
