year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.000,0.000,0.000
1998,0.066,0.915,0.980
1999,0.175,0.867,0.316
2000,0.094,0.409,0.256
2001,0.200,0.495,0.412
2002,0.316,0.929,0.123
2003,0.151,0.722,0.456
2004,0.183,0.888,0.685
2005,0.186,0.636,0.465
2006,0.231,0.873,0.327
2007,0.286,0.960,0.448
2008,0.204,0.713,0.509
2009,0.234,0.880,0.578
2010,0.270,0.801,0.345
2011,0.266,0.867,0.526
2012,0.340,0.892,0.397
