year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.141,0.960,0.474
1998,0.372,1.130,0.572
1999,0.192,0.720,0.197
2000,0.236,0.856,0.506
2001,0.312,0.797,0.501
2002,0.404,0.945,0.716
2003,0.375,0.739,0.318
2004,0.486,0.852,0.465
2005,0.344,0.905,0.714
2006,0.368,0.694,0.391
2007,0.620,1.266,0.510
2008,0.410,0.801,0.434
2009,0.773,1.078,0.358
2010,0.597,0.993,0.482
2011,0.484,0.717,0.336
2012,0.573,0.914,0.370
