year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.035,0.440,0.220
1998,0.250,0.874,0.321
1999,0.059,0.541,0.511
2000,0.363,0.781,0.406
2001,0.349,0.833,0.334
2002,0.444,0.720,0.472
2003,0.284,0.716,0.345
2004,0.589,0.799,0.368
2005,0.394,0.804,0.429
2006,0.627,0.874,0.434
2007,0.340,1.009,0.486
2008,0.570,1.050,0.468
2009,0.395,1.097,0.423
2010,0.567,1.049,0.513
2011,0.386,1.041,0.561
2012,0.395,1.053,0.611
