year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.080,0.699,0.446
1998,0.128,0.553,0.349
1999,0.261,0.691,0.559
2000,0.318,0.640,0.446
2001,0.270,0.625,0.322
2002,0.228,0.454,0.336
2003,0.231,0.567,0.340
2004,0.359,0.623,0.353
2005,0.310,0.620,0.306
2006,0.389,0.797,0.475
2007,0.263,0.602,0.388
2008,0.271,0.558,0.490
2009,0.373,0.766,0.472
2010,0.323,0.595,0.407
2011,0.371,0.598,0.429
2012,0.524,0.848,0.483
