year,c,C,C_alphabet
1990,0.306,0.856,0.330
1991,0.336,0.752,0.374
1992,0.459,0.881,0.465
1993,0.549,0.895,0.428
1994,0.460,0.767,0.487
1995,0.613,0.885,0.405
1996,0.746,1.085,0.439
1997,0.457,0.731,0.500
1998,,,
1999,,,
2000,,,
2001,5.000,6.502,0.975
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
