year,c,C,C_alphabet
1990,0.152,0.930,0.504
1991,0.275,1.473,0.928
1992,0.151,0.765,0.511
1993,0.200,0.870,0.527
1994,0.174,1.302,0.780
1995,0.209,1.155,0.467
1996,0.216,1.241,1.094
1997,0.200,0.596,0.701
1998,,,
1999,,,
2000,,,
2001,,,
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
